_geojson,Name,ID,Life Satisfaction 
"{""type"":""Feature"",""properties"":{""Name"":""Wales"",""ID"":1,""Life Satisfaction "":7.48},""geometry"":{""coordinates"":[[[-3.0880336619607363,53.252756635167685],[-3.117805896372068,53.24912342396155],[-3.159073292044992,53.26887320072807],[-3.223215825370996,53.29873712324762],[-3.328510569499933,53.35570572664815],[-3.4792112006150298,53.325109986114796],[-3.5931273156903814,53.29176786835238],[-3.728367654683111,53.29956395384809],[-3.77279621970335,53.32590764876751],[-3.8685504465012563,53.34013497364565],[-3.848031350389216,53.31565120375902],[-3.839007415539877,53.29528769576196],[-3.9543034164833912,53.26692875834582],[-4.061897192863999,53.23353038559944],[-4.127147594061727,53.234796488856034],[-4.167311336749833,53.219890677160635],[-4.203385774850631,53.208877927328984],[-4.208508974413434,53.19536065039773],[-4.219084857636346,53.17997072906931],[-4.25685586914426,53.15778141964128],[-4.3067136043341065,53.131954927077516],[-4.312001545945577,53.12107596785583],[-4.320311168477332,53.09840262392888],[-4.325599110088035,53.12062261812571],[-4.33693041354087,53.12288931896512],[-4.349017137223541,53.11110116929629],[-4.33697513563078,53.08503015252589],[-4.345284758162535,53.046446042594056],[-4.408740057496374,52.99555301555759],[-4.43442434532156,52.99737165752845],[-4.479749559131307,52.96553436346295],[-4.501860120750337,52.95114813297886],[-4.535854031108016,52.93794713227953],[-4.564559999853515,52.94158918998181],[-4.5811792449170525,52.93293880238241],[-4.6129068945836025,52.92383126303241],[-4.631777991807212,52.906530345853184],[-4.649152657101382,52.90516350376501],[-4.67030442354573,52.877361694053775],[-4.690700769759502,52.876449857385296],[-4.692967030450632,52.86140178432606],[-4.726205520576968,52.854103869853645],[-4.7330226763278915,52.82999883473863],[-4.767016586684861,52.79484094834427],[-4.7330226763278915,52.78250612418901],[-4.717914271724169,52.80306222174255],[-4.708849228962492,52.80306222174255],[-4.687697462518116,52.79529772652626],[-4.66201317469293,52.805802300865025],[-4.645344672690271,52.79949870297395],[-4.624948326475817,52.8086323770394],[-4.61361702302375,52.82506815601019],[-4.58415563404759,52.82232929112121],[-4.537319579777318,52.80041215671517],[-4.542607521388788,52.78579459443179],[-4.527499116785776,52.778483971224574],[-4.516923233563574,52.78625146760578],[-4.503325669420377,52.79493114647403],[-4.489728105277891,52.79127675591002],[-4.485951004126946,52.79675822663353],[-4.485195583896314,52.809089010382564],[-4.500303988500065,52.81045888163476],[-4.5040810896502705,52.83008895994743],[-4.470842599523905,52.84651662543047],[-4.47688596136453,52.8542719742305],[-4.467820918602911,52.86704246976069],[-4.402854778809285,52.88072097334077],[-4.406631879960202,52.88664698529735],[-4.38925721466677,52.89621806296759],[-4.326037553232737,52.89259862699271],[-4.320749611622006,52.90900264225354],[-4.257294312288224,52.910824927287905],[-4.2361425458438475,52.915380304487854],[-4.226322082851567,52.91993520258089],[-4.19761611410604,52.91446926737697],[-4.153046320526187,52.904902220628856],[-4.124340351780688,52.924945037141384],[-4.104699425796127,52.908547059016286],[-4.042754966923525,52.93086500337995],[-4.078968129396571,52.903140443664455],[-4.147711370341142,52.89038057548578],[-4.115228300444699,52.85207842632414],[-4.131092125277604,52.82880704732813],[-4.109940358833228,52.828350621114794],[-4.152243891721952,52.811916083679506],[-4.096342794690742,52.76348940324098],[-4.050291309477842,52.718170134096],[-4.060867192700016,52.71222111948683],[-4.05482383085868,52.68841694760741],[-4.099393624437795,52.665057936678636],[-4.127541865917465,52.612198570033314],[-4.122531390621873,52.604992749958825],[-4.064364032899533,52.54347418988394],[-4.045478527145576,52.5430147716545],[-3.997887052645382,52.55220222269392],[-3.948784737685429,52.55771377019022],[-3.982778648042398,52.536122921200786],[-4.00997377632811,52.52922998880521],[-4.035658064154035,52.524174484040714],[-4.05152188898694,52.53428491168788],[-4.0590760912888015,52.526932104229786],[-4.049817622185714,52.482812078761924],[-4.059638085177966,52.47683101618796],[-4.0762573302415035,52.452898634344905],[-4.083056112312789,52.43448025523958],[-4.089854894384018,52.41144645151974],[-4.089854953305434,52.3994641005803],[-4.104963357908446,52.38517321744865],[-4.140932969238207,52.321580364061106],[-4.180970241436512,52.29248151292106],[-4.225540035015655,52.25504059646886],[-4.2565122644523115,52.24717861072875],[-4.322233824476513,52.2143281951941],[-4.342630170690285,52.21247674419507],[-4.373602400126941,52.21664240042878],[-4.380714843938648,52.2105920792211],[-4.442659302811961,52.17030221739415],[-4.467588170407225,52.16659556929966],[-4.506870022375665,52.137858575687005],[-4.547662714803863,52.13554026788242],[-4.567799016326774,52.14281062271962],[-4.6388085179617065,52.13585611057789],[-4.687155412691823,52.13168288206188],[-4.686399992461929,52.10338736139917],[-4.67657952946962,52.10060322514923],[-4.678845790160011,52.08900078663737],[-4.695465035223577,52.10524335567894],[-4.711328860056483,52.111738727394396],[-4.7324806265015695,52.11544994357027],[-4.750610712024894,52.10524335567894],[-4.7453227704141625,52.098747037761456],[-4.785360042612467,52.060678171537546],[-4.8367286182628675,52.05185270321428],[-4.848059921715645,52.03884357182707],[-4.826496509844503,52.02164242956766],[-4.892973490098626,52.02350182389682],[-4.8937289103285195,52.02907954310959],[-4.903549373320828,52.035121287254015],[-4.91790235769389,52.02907954310959],[-4.911103575621951,52.02350182389682],[-4.9322553420662985,52.00862450485846],[-4.985890178407828,51.99932366803884],[-4.989667279558773,52.00350928378464],[-4.985134758177935,52.01699360556532],[-4.990422699788695,52.02489631891763],[-5.019128668534904,52.02350182389682],[-5.047079217050509,52.027220380666535],[-5.070497244186015,52.03047386421861],[-5.08938274994,52.01699360556532],[-5.071252664415908,52.003974328041494],[-5.0954261117813076,51.994672524831344],[-5.0833393880985795,51.96815178079595],[-5.101469473621961,51.969548000899664],[-5.10600199500351,51.96163551180075],[-5.140751325590372,51.96163551180075],[-5.1528380492730435,51.95558384229],[-5.153593469502937,51.94720325892109],[-5.192119901241455,51.951393746384895],[-5.204206624924183,51.93416368261501],[-5.234423434130207,51.929039954887685],[-5.278237807479428,51.91180130436726],[-5.285792009781318,51.91552914106373],[-5.314497978526845,51.90154815763918],[-5.30090041438433,51.90014981991686],[-5.30090041438433,51.88989401330048],[-5.316008818987342,51.885697781352405],[-5.307699196455559,51.8777704965087],[-5.3190304999076545,51.86611018516675],[-5.314122571798066,51.86042180335539],[-5.277106980520017,51.86835214679468],[-5.236314288091819,51.87254999791543],[-5.203075797964772,51.86788569470528],[-5.173614408988641,51.86368740820774],[-5.133577136789597,51.86228789229753],[-5.112425370345221,51.82401759607626],[-5.104115747813466,51.78291083581175],[-5.116202471496166,51.76888859960408],[-5.160772265075309,51.77262828863081],[-5.184190292210815,51.75626486143477],[-5.200054117043749,51.75720007419895],[-5.206852899114978,51.73521745344141],[-5.254444373615144,51.738492138753514],[-5.2514226926948595,51.73428178548022],[-5.215162521646732,51.72211633908424],[-5.203831218194665,51.71416023847769],[-5.188481192893732,51.70792312080971],[-5.185459511972681,51.68638486031861],[-5.1695956871397755,51.68263802943437],[-5.157508963457104,51.69153624649235],[-5.155242702766657,51.699496326637444],[-5.150710181385847,51.704178072723806],[-5.168084846679278,51.70932743391447],[-5.162041484837914,51.714944250379574],[-5.14164513862346,51.71073170342373],[-5.129558414941442,51.71822040453782],[-5.114450010337748,51.71119978357197],[-5.097075345044317,51.71868840718605],[-5.087254882052008,51.70698688785325],[-5.060815173996929,51.706518764108466],[-5.028332104099775,51.70932743391447],[-4.984517730750497,51.700432714609434],[-4.960344283385808,51.70698688785325],[-4.945991299012746,51.704178072723806],[-4.940703357401276,51.71026361843113],[-4.937681676480963,51.69902812538464],[-4.957322602464814,51.69902812538464],[-4.96865390591762,51.6905996744274],[-4.99282735328228,51.68919477999455],[-5.045706769393206,51.694814096111486],[-5.05175013123457,51.68872647216085],[-5.044195928933419,51.6784224740415],[-5.0744127381394435,51.67795405477156],[-5.0812115202106725,51.68919477999455],[-5.109917488956938,51.69294106825424],[-5.112939169877961,51.68732151958977],[-5.126536734020448,51.68216965377093],[-5.116716271028139,51.67280112301469],[-5.06610311560766,51.6634306540727],[-5.05175013123457,51.63390100675295],[-5.060815173996929,51.632963242600425],[-5.060815173996929,51.61983250862738],[-5.0366417266315295,51.61748733479038],[-5.010202018575711,51.60763628123098],[-4.987539411671577,51.60810542749866],[-4.961855123845652,51.60435212160945],[-4.927105793258789,51.59496749936909],[-4.91501906957609,51.6085745689187],[-4.89839982451258,51.612796623537605],[-4.896888984052026,51.6263983506515],[-4.865061423921816,51.64003519821168],[-4.856503296424421,51.647337474634185],[-4.827619616117545,51.644682237461296],[-4.815852190807391,51.645346061333214],[-4.80729406330903,51.63870738523505],[-4.782689446751817,51.63472371302851],[-4.759817651796396,51.65278765934934],[-4.715957248368596,51.65278765934934],[-4.700980525246678,51.67468479952723],[-4.682794504311971,51.69789747600933],[-4.69242239774826,51.711819369299235],[-4.677445674626398,51.727724858994776],[-4.61539925026392,51.7383254107005],[-4.5854458040200825,51.73236290630132],[-4.561910953399831,51.740312737352895],[-4.534097039029774,51.739650304847345],[-4.449585529984972,51.73302544563825],[-4.422841381552928,51.74627419288879],[-4.45386459373367,51.76680207463119],[-4.444236700298319,51.76878814862374],[-4.39677521787371,51.758511221259],[-4.376449665065223,51.78234271884844],[-4.366821771629901,51.78234271884844],[-4.3711008353785985,51.76844254112356],[-4.379658962876988,51.74924001823109],[-4.366821771629901,51.73731710329437],[-4.3422171550716655,51.7359921407367],[-4.314403240702774,51.71876409217123],[-4.366821771629901,51.730691902022244],[-4.385007792563613,51.73135446585445],[-4.337938091323025,51.68495153921836],[-4.289798624145533,51.66571352320116],[-4.221333604158474,51.685614773332134],[-4.184961562291136,51.6816352229076],[-4.1496592863607304,51.65575961851937],[-4.133612797301879,51.658414206899636],[-4.1004500532463055,51.663059362415055],[-4.081194266374723,51.65642328019203],[-4.11435701043024,51.64845869869174],[-4.115426776368196,51.643812046506326],[-4.137891861050576,51.64314820017435],[-4.136822095113672,51.633853330955844],[-4.160356945733952,51.63584524902387],[-4.165705775420577,51.62588478385075],[-4.1838917963542315,51.62522067507439],[-4.21384524259804,51.63518128605452],[-4.230961497594791,51.629205181920724],[-4.229891731656863,51.64248434412255],[-4.249147518528446,51.647131132377496],[-4.276961432897451,51.61857905265373],[-4.309054411016092,51.61127214516438],[-4.288728858207605,51.57737929337759],[-4.3047753472674515,51.56275103898224],[-4.287659092270701,51.56541107171424],[-4.280170730709216,51.55809560725365],[-4.212775476661136,51.539469114305916],[-4.19886851947615,51.54745283079012],[-4.1453802226120615,51.5407998309947],[-4.159287179795967,51.55543514657566],[-4.1507290522986295,51.56341606175397],[-4.11221747855646,51.57339023626105],[-4.06728730918968,51.55676539636747],[-4.059798947629275,51.56341606175397],[-4.035194331072034,51.57073067035026],[-4.02128737388702,51.56341606175397],[-4.0116594804518115,51.56873589380248],[-3.991333927643211,51.56341606175397],[-3.974217672646489,51.56873589380248],[-3.998822289203673,51.57804410219367],[-3.9956129913919085,51.59532571821194],[-3.9675557276485165,51.610411265769926],[-3.9023000054743022,51.618382530424384],[-3.850951240483994,51.613732796173764],[-3.7942536458081406,51.574523248766354],[-3.7578816039408025,51.52263493588404],[-3.7236490939473015,51.47535180542715],[-3.664367540988934,51.48119350534057],[-3.6397629244317216,51.473864499618344],[-3.6397629244317216,51.463868502986855],[-3.604460648501288,51.44720364169805],[-3.55953047913556,51.40384652565706],[-3.532786330703459,51.39917484397782],[-3.4760887360276342,51.393835194881206],[-3.408693481978503,51.38315402676125],[-3.3434377598042317,51.38048334514397],[-3.3059959519989945,51.39116513659704],[-3.276042505755157,51.38849492248454],[-3.2268332726407607,51.40184443479646],[-3.197949592333856,51.39917484397782],[-3.171092673959464,51.40413473103271],[-3.163604312399059,51.44282435174557],[-3.1807205673958094,51.45149167009873],[-3.163604312399059,51.4614903777869],[-3.1593252486493384,51.45149167009873],[-3.135790398029087,51.46548924762172],[-3.1379299299038905,51.471486895366155],[-3.127232270531721,51.48148122301194],[-3.131511334280418,51.492805480512715],[-3.104767185848317,51.49347152572213],[-2.9988603580569873,51.53341643184987],[-2.9935115283704192,51.55271058156481],[-2.981744103060265,51.544727787667966],[-2.9122093171373535,51.53341643184987],[-2.8694186796464862,51.538739773021945],[-2.7538839584198627,51.581304091899796],[-2.7143026187397084,51.58063933077156],[-2.7078840231162076,51.58928046695053],[-2.6736515131227065,51.60788656358855],[-2.6553866898853187,51.62080458773903],[-2.668073028129754,51.63531157388957],[-2.6707438361801223,51.64649950801552],[-2.6794239623477267,51.64732813407025],[-2.6667376241032343,51.663897474809175],[-2.683430174424558,51.65809889460536],[-2.6854332804622913,51.66803886351579],[-2.657389795924388,51.67383617171879],[-2.6720792402065854,51.68211675352947],[-2.6687407301423036,51.690395821255606],[-2.6827624724119516,51.70115634591474],[-2.667779833266593,51.703062532480686],[-2.680466171509721,51.722920558428626],[-2.688478595663412,51.73036507042937],[-2.6717860453433957,51.736567893963326],[-2.6624382171632703,51.75269125124308],[-2.681133873522299,51.76798245080036],[-2.67645995943289,51.77500640087666],[-2.671969160664787,51.79435739672178],[-2.6766430747541676,51.807570315101145],[-2.6592828224203515,51.8100473062232],[-2.6606182264468146,51.821604798341866],[-2.650602696254026,51.82490639450123],[-2.661285928459421,51.83150886093594],[-2.682652392870125,51.83811035957007],[-2.6866586049469845,51.832746715647374],[-2.693335625074184,51.83357193321925],[-2.698009539164957,51.8447108904586],[-2.706689665331197,51.8447108904586],[-2.7140343874722817,51.839348032825],[-2.718040599549113,51.84636087197697],[-2.7360685538956204,51.83811035957007],[-2.7567673162936615,51.84801079301508],[-2.7788014827170002,51.866980538238664],[-2.7701213565494243,51.88099651431398],[-2.7814722907673683,51.882645165470905],[-2.8088480732940013,51.89500812200825],[-2.8208667095245232,51.904072128857194],[-2.8355561538067207,51.90613187538494],[-2.842287231010573,51.915804662017024],[-2.8583120793191767,51.91456909159257],[-2.862985993408671,51.917452036361055],[-2.845625741074798,51.92198200415041],[-2.868327609510686,51.926511514856344],[-2.8730015236014026,51.931452277982345],[-2.8843524578193467,51.93392245557274],[-2.887023265869715,51.92733501315081],[-2.920408366510941,51.917452036361055],[-2.971153719486068,51.904683304162546],[-2.9771630376019687,51.9269232658925],[-2.9998649060378852,51.923217370581796],[-3.0085450322041822,51.93062885523432],[-3.0112158402558578,51.943801806185945],[-3.0412624308328304,51.966433779794244],[-3.0626288952435345,51.97836240281171],[-3.069973617384619,51.98946550772999],[-3.0819922536151694,52.00056586042132],[-3.085998465692029,52.01289635803755],[-3.09775829738399,52.02209845045007],[-3.0864073631660744,52.03688752074257],[-3.091081277255512,52.05002925510601],[-3.115786251729162,52.0652195688115],[-3.1244663778967094,52.07794261179362],[-3.1204601658198214,52.090251782262044],[-3.1217955698450623,52.10337782226506],[-3.1051030195250746,52.10665872879585],[-3.1059431264967827,52.11887888952904],[-3.1246387828558113,52.1225686093471],[-3.1346543130485998,52.1225686093471],[-3.141331333175799,52.1287174636133],[-3.137325121098911,52.13240636893141],[-3.1346543130485998,52.138144059028036],[-3.115290954675629,52.14019305496552],[-3.089918278188094,52.1451102606442],[-3.0712226218290652,52.1574008996769],[-3.083241258060866,52.16190661721927],[-3.0979307023430636,52.15494304330545],[-3.1213002727915864,52.16600232826514],[-3.0972630003292068,52.17992492633181],[-3.095259894291388,52.18852200143942],[-3.10060151039346,52.2016191105304],[-3.072291306127255,52.2122152494735],[-3.0762975182041146,52.21794265520293],[-3.0716236041147056,52.227759346960994],[-3.0742944121650737,52.23512044169334],[-3.0555987558059883,52.237573868698746],[-3.04291241756286,52.24043602880366],[-3.048921735678789,52.25065652242617],[-3.0235490591912253,52.25964860946377],[-3.0008471907553655,52.26496125859504],[-2.9941701706268304,52.26210068046149],[-2.977477620305592,52.25964860946377],[-2.9654589840750134,52.26210068046149],[-2.9647912820624356,52.26741303583023],[-2.951437241805394,52.269864677487675],[-2.9654589840750134,52.272724754737055],[-2.9941701706268304,52.27354188577249],[-3.010862720946875,52.27762731500064],[-3.0095273169216057,52.287022373165826],[-3.0001794887414235,52.300907071414684],[-3.0028502967931274,52.30988896871287],[-2.998844084716268,52.32417459565306],[-2.9868254484857175,52.32417459565306],[-2.9661266860876196,52.32907146338101],[-2.9547757518696756,52.34824564350839],[-2.9728037062161263,52.352732017041006],[-2.9948378726394367,52.3511006611682],[-3.0375708014608165,52.34457463556029],[-3.056266457819902,52.34742989030758],[-3.0849776443704116,52.359664607792496],[-3.109682618845369,52.377195130434956],[-3.12944696562127,52.38328304355653],[-3.1601612582108203,52.39224822182635],[-3.159493556198214,52.39876720789397],[-3.1915432528142844,52.4142459405781],[-3.214245121250201,52.41831838861415],[-3.2296022675450047,52.429719242385744],[-3.2336084796218074,52.44111714795926],[-3.232940777609201,52.451698277852216],[-3.2155805252753566,52.46471771798463],[-3.203561889044863,52.471632729803986],[-3.1968848689163565,52.47651326054901],[-3.1801923185963403,52.47447977185274],[-3.142801005878283,52.4903384916754],[-3.107412799197988,52.49968839028361],[-3.066015274402986,52.49887543454301],[-3.030627067722719,52.50212716731451],[-3.0359686838260416,52.51228728211683],[-3.028939558118992,52.52371530199886],[-3.0022314776049654,52.5204651662591],[-3.003566881631457,52.530214852111186],[-2.9975575635155565,52.55376765931942],[-2.9982252655281343,52.56391583427296],[-3.0089084977335006,52.57406166188787],[-3.036284280260105,52.57243848720154],[-3.058986148695965,52.55620343539752],[-3.0856942292087126,52.55133174802165],[-3.09036814329815,52.54402320277913],[-3.0816880171318815,52.53630730685347],[-3.103722183555192,52.530214852111186],[-3.1344364761447423,52.52859005475199],[-3.13510417815732,52.53508888352758],[-3.11039920368367,52.54158675057178],[-3.136439582183783,52.57325008205535],[-3.139778092248065,52.58501651944067],[-3.1184116278373324,52.58704489635744],[-3.0910358453107563,52.59961873806469],[-3.091703547324613,52.60651253876114],[-3.0756786990159526,52.6259715314238],[-3.060989254733755,52.63042966582947],[-3.0836911231696718,52.640154928141925],[-3.0523091285674866,52.647852561018055],[-3.047635214478049,52.654738768404485],[-3.0446972634071585,52.665168948710715],[-3.0433618593819745,52.67650586759743],[-3.0487034754839897,52.69188698148679],[-3.0393556473051433,52.69188698148679],[-3.033346329189186,52.69755234218874],[-3.021327692958664,52.70847631884726],[-3.024666203022946,52.71535297549315],[-3.020659990946143,52.72222854829593],[-3.0019643345870577,52.72020643350672],[-2.978594764137256,52.72505935149877],[-2.9759239560868878,52.71373503614649],[-2.9612345118046903,52.71656639062482],[-2.964573021867693,52.72829433016099],[-2.972585446022606,52.73476356752093],[-2.9859394862783972,52.73314634817399],[-2.995955016471129,52.736785007337716],[-2.9919488043942692,52.74284876436457],[-3.0026320365996355,52.74608242317092],[-3.0146506736657273,52.748507515578154],[-3.0219953958068118,52.75133661273654],[-3.013982971653178,52.75254902671173],[-3.00997675957629,52.76022686503555],[-3.0179891837299806,52.76628736042113],[-3.032678628012178,52.76386326347853],[-3.03601713807646,52.767499358288234],[-3.0493711783334447,52.767499358288234],[-3.0473680722943755,52.77113514947456],[-3.05471279443546,52.773558841591296],[-3.062725218589179,52.76951927976401],[-3.065396026640826,52.773558841591296],[-3.0734084507945454,52.76871132241902],[-3.0814208749482646,52.77598239877247],[-3.091314361672545,52.78661979854829],[-3.085972745569194,52.789446420380386],[-3.0893112556334756,52.79550284881125],[-3.095988275761954,52.79106155040796],[-3.1060038059546855,52.79308037862194],[-3.1153516341336456,52.78298530064063],[-3.117354740172658,52.7862159804387],[-3.154746052890772,52.79267662047397],[-3.162090775031828,52.797925184093714],[-3.1514075428264903,52.80559502251455],[-3.162090775031828,52.80398043210357],[-3.1660969871086877,52.808016795719595],[-3.1674323911338718,52.81931662051147],[-3.154746052890772,52.83101691396283],[-3.1514075428264903,52.84110084519551],[-3.162090775031828,52.848359826067224],[-3.1487367347749,52.85682710331838],[-3.127370270365418,52.867711175793545],[-3.152075244839125,52.87818955432823],[-3.146733628737053,52.88423362130044],[-3.129855578781047,52.883941266182944],[-3.1478835331274695,52.89199876603419],[-3.13720030092216,52.89401290700073],[-3.113830730472415,52.893207261845504],[-3.1165015385240338,52.89884646345661],[-3.1104922204094123,52.91777270262847],[-3.0944673721007234,52.929848957659715],[-3.0817810338576237,52.92542138859065],[-3.0610822714594974,52.9286414837332],[-3.035041892959356,52.929446470093126],[-3.006998408421424,52.95640486316307],[-2.9816257319338604,52.95962265323635],[-2.9816257319338604,52.96605751504919],[-2.9716102017411288,52.96766608085554],[-2.972277903753678,52.959220442571876],[-2.9282095709071143,52.93870273730238],[-2.9101816165606635,52.94192184447121],[-2.898830682342691,52.94996856464479],[-2.886812046112169,52.94876165203553],[-2.8440791172920967,52.94192184447121],[-2.842076011252999,52.937495510369246],[-2.8133648247012104,52.91092799617573],[-2.797339976393829,52.89602695437196],[-2.756610153611433,52.924616327378914],[-2.7285666690722223,52.92622643483185],[-2.725228159008026,52.95801378813087],[-2.7352436892007006,52.9704809269858],[-2.7272312650470383,52.983748446942286],[-2.758613259649252,52.986160285648396],[-2.766625683804193,52.993796886562336],[-2.7839859361367587,52.993796886562336],[-2.8006784864580254,52.98977779123402],[-2.8329765524403,52.99700037184374],[-2.8463305926960345,53.01789208876468],[-2.853007612824541,53.016285392605425],[-2.8610200369782035,53.022711818285586],[-2.8563461228887377,53.03676628748795],[-2.8656939510689483,53.04158390836153],[-2.8623554410046665,53.05643485074083],[-2.877044885286864,53.08130874293485],[-2.9004144557353584,53.09133447420882],[-2.8930697335943023,53.10456486378138],[-2.884389607427977,53.1213976574287],[-2.9057560718387094,53.11218051523221],[-2.9431473845568235,53.12380180433007],[-2.9631784449409793,53.13341704730118],[-2.977200187210599,53.14823633221607],[-2.9929788248913383,53.15205077013587],[-2.980417035301997,53.15675877671512],[-2.9333103243394874,53.1680558862364],[-2.9207485347494355,53.18499597572401],[-2.9474423376278196,53.20945318569426],[-2.9929788248913383,53.2320166883313],[-3.036945088456662,53.25081052802207],[-3.0880336619607363,53.252756635167685]]],""type"":""Polygon""}}",Wales,1,7.48
"{""type"":""Feature"",""properties"":{""Name"":""Wales"",""ID"":1,""Life Satisfaction "":7.48},""geometry"":{""coordinates"":[[[-4.188924467503256,53.21678328404025],[-4.160313044359299,53.22270078161955],[-4.157236449422527,53.23006805492932],[-4.098781145631818,53.2590643738985],[-4.089551360822185,53.26136482755675],[-4.088013063354538,53.27286523987564],[-4.0772449810772855,53.27792444140664],[-4.068015196267709,53.29309845346603],[-4.061092857661038,53.29217896976175],[-4.054939667788233,53.30321146804286],[-4.040325841840371,53.310105332372984],[-4.105703484238433,53.31745756082648],[-4.1241630538569325,53.31745756082648],[-4.144160920943051,53.30596914734687],[-4.178003465243194,53.297695575125886],[-4.215691753213946,53.298614940086594],[-4.2041545222021455,53.31424111669938],[-4.220306645618393,53.3211332001797],[-4.224921538022812,53.33629186644697],[-4.2326130253640315,53.33812891455193],[-4.228767281693422,53.34318038884362],[-4.2341513228316785,53.350986035802066],[-4.2310747278956455,53.35787218459808],[-4.260302379791369,53.35924928085484],[-4.264917272195788,53.365675141683795],[-4.2726087595362685,53.37301779606531],[-4.291837477888578,53.367510923932144],[-4.270301313334073,53.38724058756415],[-4.2710704620686215,53.392744908961674],[-4.2779928006752925,53.40283431634336],[-4.288760882952516,53.41567192084369],[-4.307989601304797,53.41613033506465],[-4.337986401934359,53.41658874434458],[-4.3595225664888915,53.41567192084369],[-4.369521500032306,53.42392262080642],[-4.3910576645868105,53.424839266424215],[-4.403364044332477,53.42025584069401],[-4.404133193066258,53.428047370447416],[-4.434129993695848,53.42850565125863],[-4.449512968377519,53.4142966485318],[-4.475664025337238,53.42208927027903],[-4.511044867105028,53.40466849705203],[-4.5118140158396045,53.41567192084369],[-4.525658693052861,53.406502598688974],[-4.56334698102367,53.40741961985543],[-4.575653360769309,53.40008289701652],[-4.558732088619195,53.37531211601322],[-4.565654427225894,53.34960867253585],[-4.584741057041839,53.33027143614217],[-4.563974041221883,53.31648910806683],[-4.567050636157944,53.30132340518816],[-4.557051702614501,53.299944437781676],[-4.573972974764587,53.286612123814535],[-4.587817651978611,53.29075018379774],[-4.588586800712449,53.299944437781676],[-4.595509139319063,53.30362158525213],[-4.608584667799306,53.30270232806879],[-4.615507006405949,53.307298416098945],[-4.629351683619234,53.30775799769262],[-4.62704423741701,53.312813068726086],[-4.6416580633649005,53.31648910806683],[-4.647811253237705,53.32384023701681],[-4.662425079185567,53.317867541200286],[-4.681638813734594,53.322462037862294],[-4.6801005162661795,53.316029661538124],[-4.6954834909486465,53.305919682720656],[-4.681638813734594,53.298565466941],[-4.6870228548735895,53.28201385042493],[-4.641643079561618,53.28293355290944],[-4.619337766273304,53.27971450761612],[-4.624721807411561,53.26913593724197],[-4.610877130198247,53.25901485495038],[-4.613184576400442,53.244749263801],[-4.582418627037072,53.239686136369585],[-4.5524218264068,53.24705048734825],[-4.540115446661872,53.240146445433965],[-4.523963323245596,53.23324128965638],[-4.523963323245596,53.22633501993698],[-4.499350563755058,53.20975542725074],[-4.505503753627181,53.18810018876431],[-4.490889927680058,53.18856105243307],[-4.490120778945482,53.17934283792803],[-4.4647388707203675,53.180725696415976],[-4.44397185490044,53.15674983794915],[-4.431665475154745,53.159055791085876],[-4.386285699842773,53.19270860256597],[-4.380901658704545,53.18533490273356],[-4.388593146044997,53.169200513402444],[-4.417820797940749,53.16136162035701],[-4.407821864398045,53.14521821417816],[-4.3847474023751545,53.14383421120911],[-4.359365494150012,53.13183765055834],[-4.327371239639945,53.12826488599762],[-4.352753147865087,53.135648395196824],[-4.3404467681194205,53.143030635708385],[-4.339677619384844,53.14995033404654],[-4.320448901032563,53.14441466457137],[-4.29045210040303,53.15225665240112],[-4.271992530785269,53.1642475110566],[-4.251225514964602,53.17300794359858],[-4.2235361605372645,53.18361028499967],[-4.214306375728398,53.19282758234098],[-4.216613821930622,53.20526779116173],[-4.20584573965337,53.21217745828673],[-4.188924467503256,53.21678328404025]]],""type"":""Polygon""}}",Wales,1,7.48
